tx_id,order_id,customer_id,merchant_id,amount,category,status,device_id,device_age_days,LoginAttempts,CustomerAge,AccountBalance,TransactionDuration,created_at,hour,dayofweek,local_time,is_fraud
1148,TX001149,AC00352,M047,349.34,electronics,Credit,D000402,30.0,1,28,614.14,245,1673283,16,0,608,0
1149,TX001150,AC00254,M089,283.15,digital_goods,Debit,D000383,30.0,1,24,603.79,180,1691771,16,4,19096,0
1150,TX001151,AC00100,M013,151.82,electronics,Debit,D000347,30.0,1,51,2197.12,105,1689611,16,0,16936,0
1151,TX001152,AC00412,M035,438.59,digital_goods,Debit,D000347,30.0,1,37,8994.39,103,1698688,17,0,26013,0
1152,TX001153,AC00012,M050,590.57,electronics,Debit,D000540,30.0,1,79,3224.6,93,1687968,16,2,15293,0
1153,TX001154,AC00353,M092,63.74,digital_goods,Debit,D000658,30.0,1,63,4336.4,31,1694541,17,1,21866,0
1154,TX001155,AC00445,M053,77.02,digital_goods,Credit,D000560,30.0,1,59,800.83,132,1692289,16,3,19614,0
1155,TX001156,AC00281,M088,501.15,travel,Debit,D000322,30.0,1,47,8821.84,208,1692641,18,0,19966,0
1156,TX001157,AC00211,M047,917.81,electronics,Debit,D000217,30.0,2,64,3173.17,75,1693420,18,2,20745,0
1157,TX001158,AC00379,M008,8.95,digital_goods,Debit,D000686,30.0,1,76,3299.84,102,1696435,16,2,23760,0
1158,TX001159,AC00108,M043,173.6,digital_goods,Debit,D000165,30.0,1,21,421.44,160,1701189,16,1,28514,0
1159,TX001160,AC00243,M039,149.4,electronics,Debit,D000077,30.0,1,53,1035.22,123,1683045,16,1,10370,0
1160,TX001161,AC00032,M013,388.21,travel,Credit,D000387,30.0,1,53,9724.49,237,1703003,16,1,30328,0
1161,TX001162,AC00460,M026,484.3,digital_goods,Credit,D000407,30.0,3,61,7910.3,230,1697564,17,1,24889,0
1162,TX001163,AC00459,M019,126.04,travel,Credit,D000258,30.0,1,65,6041.69,167,1687192,16,0,14517,0
1163,TX001164,AC00309,M070,52.04,travel,Credit,D000310,30.0,1,50,8436.12,31,1690475,16,3,17800,0
1164,TX001165,AC00109,M030,389.7,travel,Credit,D000423,30.0,1,62,7125.15,216,1678466,16,4,5791,0
1165,TX001166,AC00393,M002,161.1,electronics,Credit,D000001,30.0,1,19,239.12,104,1681147,17,0,8472,0
1166,TX001167,AC00175,M010,309.77,digital_goods,Credit,D000384,30.0,1,67,4378.14,137,1683563,16,0,10888,0
1167,TX001168,AC00010,M040,838.57,electronics,Debit,D000430,30.0,1,41,14576.47,273,1687795,16,0,15120,0
1168,TX001169,AC00120,M029,202.55,electronics,Debit,D000028,30.0,2,21,701.73,34,1699987,18,1,27312,0
1169,TX001170,AC00477,M002,724.18,travel,Debit,D000144,30.0,1,41,10922.78,134,1675699,16,0,3024,0
1170,TX001171,AC00410,M062,124.98,electronics,Debit,D000424,30.0,1,24,642.0,78,1676998,16,1,4323,0
1171,TX001172,AC00044,M005,487.32,travel,Debit,D000345,30.0,1,52,7707.96,164,1697739,18,3,25064,0
1172,TX001173,AC00490,M074,635.91,travel,Credit,D000281,30.0,1,46,13267.09,78,1701190,16,1,28515,0
1173,TX001174,AC00342,M080,205.65,travel,Debit,D000105,30.0,1,62,3582.16,144,1689266,16,3,16591,0
1174,TX001175,AC00462,M030,39.41,travel,Debit,D000356,30.0,1,25,921.91,132,1701102,16,0,28427,0
1175,TX001176,AC00267,M098,254.0,travel,Debit,D000436,30.0,1,35,5788.53,63,1684172,17,0,11497,0
1176,TX001177,AC00363,M098,436.8,travel,Debit,D000033,30.0,1,36,4515.43,213,1700152,16,3,27477,0
1177,TX001178,AC00211,M002,224.73,travel,Debit,D000005,30.0,1,76,7551.89,63,1675960,16,3,3285,0
1178,TX001179,AC00204,M056,752.69,electronics,Credit,D000181,30.0,1,65,14489.69,115,1685386,18,0,12711,0
1179,TX001180,AC00456,M007,78.5,travel,Credit,D000574,30.0,1,31,13991.5,41,1676390,16,1,3715,0
1180,TX001181,AC00016,M018,50.0,electronics,Credit,D000309,30.0,1,53,185.87,87,1677261,18,4,4586,0
1181,TX001182,AC00093,M069,132.42,electronics,Debit,D000019,30.0,1,18,726.39,164,1690215,16,0,17540,0
1182,TX001183,AC00401,M078,11.67,travel,Debit,D000017,30.0,1,76,7458.63,105,1699893,16,0,27218,0
1183,TX001184,AC00366,M091,83.16,electronics,Debit,D000037,30.0,1,61,3065.87,177,1692202,16,2,19527,0
1184,TX001185,AC00107,M019,149.02,travel,Credit,D000346,30.0,1,46,9379.72,176,1693586,16,4,20911,0
1185,TX001186,AC00060,M090,74.27,digital_goods,Credit,D000249,30.0,1,59,13696.61,148,1689268,17,3,16593,0
1186,TX001187,AC00384,M056,876.57,electronics,Credit,D000359,30.0,1,62,3743.63,118,1694448,16,0,21773,0
1187,TX001188,AC00483,M059,615.58,electronics,Debit,D000649,30.0,1,42,14343.0,133,1695660,16,0,22985,0
1188,TX001189,AC00126,M002,643.03,digital_goods,Credit,D000384,30.0,1,36,2882.16,52,1690907,16,1,18232,0
1189,TX001190,AC00437,M087,7.95,electronics,Debit,D000147,30.0,1,79,5631.2,65,1673282,16,0,607,0
1190,TX001191,AC00382,M066,270.92,travel,Credit,D000108,30.0,1,77,4574.43,143,1682096,17,4,9421,0
1191,TX001192,AC00339,M012,499.48,electronics,Debit,D000242,30.0,1,24,1242.62,133,1673974,16,1,1299,0
1192,TX001193,AC00498,M020,841.5,travel,Credit,D000659,30.0,1,25,352.31,287,1684773,16,0,12098,0
1193,TX001194,AC00178,M030,138.82,digital_goods,Debit,D000493,30.0,1,77,3100.22,53,1697472,16,0,24797,0
1194,TX001195,AC00201,M047,231.46,travel,Credit,D000135,30.0,1,60,4707.24,83,1686242,16,3,13567,0
1195,TX001196,AC00124,M067,292.08,electronics,Debit,D000631,30.0,1,72,7950.48,32,1703873,18,4,31198,0
1196,TX001197,AC00404,M026,63.98,digital_goods,Debit,D000150,30.0,1,54,7954.12,258,1698681,16,0,26006,0
1197,TX001198,AC00347,M007,235.21,travel,Debit,D000300,30.0,1,67,5946.61,74,1697474,16,0,24799,0
1198,TX001199,AC00480,M096,201.73,digital_goods,Debit,D000246,30.0,1,57,6650.71,78,1693939,18,1,21264,0
1199,TX001200,AC00303,M051,161.31,electronics,Debit,D000577,30.0,1,28,1268.67,13,1694449,16,0,21774,0
1200,TX001201,AC00249,M072,18.41,travel,Debit,D000028,30.0,1,53,8287.54,168,1701451,17,4,28776,0
1201,TX001202,AC00263,M048,471.75,travel,Credit,D000443,30.0,1,34,12948.5,41,1686076,18,1,13401,0
1202,TX001203,AC00108,M005,290.02,travel,Debit,D000406,30.0,1,55,4746.71,246,1695664,17,0,22989,0
1203,TX001204,AC00490,M060,48.05,travel,Debit,D000668,30.0,1,27,5334.97,38,1684431,17,3,11756,0
1204,TX001205,AC00411,M089,359.42,travel,Debit,D000567,30.0,1,55,1765.45,30,1685377,16,0,12702,0
1205,TX001206,AC00087,M036,32.91,digital_goods,Debit,D000471,30.0,1,19,427.3,255,1683218,16,3,10543,0
1206,TX001207,AC00196,M074,3.8,travel,Debit,D000619,30.0,1,67,6285.39,140,1691513,16,1,18838,0
1207,TX001208,AC00267,M033,31.81,digital_goods,Debit,D000641,30.0,1,51,1406.6,149,1680802,17,3,8127,0
1208,TX001209,AC00267,M047,220.2,digital_goods,Debit,D000288,30.0,1,28,1075.15,102,1694449,16,0,21774,0
1209,TX001210,AC00125,M003,476.03,travel,Credit,D000470,30.0,1,77,5958.34,99,1693584,16,4,20909,0
1210,TX001211,AC00428,M051,141.91,travel,Debit,D000069,30.0,1,23,791.97,49,1674148,17,3,1473,0
1211,TX001212,AC00477,M070,95.83,digital_goods,Debit,D000089,30.0,1,27,1726.4,91,1701446,16,4,28771,0
1212,TX001213,AC00417,M019,51.15,travel,Credit,D000215,30.0,1,46,8992.25,199,1677691,17,2,5016,0
1213,TX001214,AC00170,M093,1192.2,travel,Credit,D000174,30.0,5,60,7816.41,103,1703175,16,3,30500,0
1214,TX001215,AC00147,M018,50.75,electronics,Debit,D000642,30.0,1,62,8271.47,185,1692036,18,0,19361,0
1215,TX001216,AC00097,M062,185.07,travel,Debit,D000322,30.0,1,22,636.42,159,1703005,16,1,30330,0
1216,TX001217,AC00433,M026,293.54,digital_goods,Debit,D000255,30.0,1,40,2290.1,45,1673889,17,0,1214,0
1217,TX001218,AC00381,M062,23.38,travel,Debit,D000412,30.0,1,32,9968.49,89,1695667,18,0,22992,0
1218,TX001219,AC00398,M062,285.26,electronics,Debit,D000137,30.0,1,28,167.72,93,1698854,16,2,26179,0
1219,TX001220,AC00029,M001,129.48,electronics,Debit,D000315,30.0,1,31,7581.7,179,1675701,16,0,3026,0
1220,TX001221,AC00291,M050,743.03,electronics,Debit,D000103,30.0,1,50,4111.38,174,1690476,16,3,17801,0
1221,TX001222,AC00431,M070,297.86,electronics,Credit,D000419,30.0,1,28,1680.14,96,1675704,17,0,3029,0
1222,TX001223,AC00275,M049,231.92,electronics,Debit,D000280,30.0,1,66,5715.08,12,1689012,18,0,16337,0
1223,TX001224,AC00093,M041,295.82,travel,Credit,D000088,30.0,1,47,5897.73,46,1702570,16,3,29895,0
1224,TX001225,AC00442,M081,302.86,digital_goods,Debit,D000004,30.0,1,55,5239.24,275,1688410,18,0,15735,0
1225,TX001226,AC00465,M089,81.08,electronics,Debit,D000196,30.0,1,58,7788.91,56,1695142,16,1,22467,0
1226,TX001227,AC00158,M070,775.6,travel,Credit,D000627,30.0,1,79,3898.64,158,1692639,17,0,19964,0
1227,TX001228,AC00334,M041,178.43,travel,Debit,D000158,30.0,1,26,1214.93,136,1703614,18,1,30939,0
1228,TX001229,AC00093,M075,211.91,digital_goods,Debit,D000487,30.0,1,20,927.47,181,1695055,16,0,22380,0
1229,TX001230,AC00229,M004,17.21,digital_goods,Debit,D000618,30.0,1,23,914.16,219,1703524,17,0,30849,0
1230,TX001231,AC00373,M013,124.22,electronics,Debit,D000523,30.0,1,23,9695.04,172,1684519,17,4,11844,0
1231,TX001232,AC00328,M003,38.37,electronics,Debit,D000228,30.0,1,63,8647.04,135,1693584,16,4,20909,0
1232,TX001233,AC00160,M013,269.79,electronics,Debit,D000202,30.0,1,52,1292.1,17,1696349,16,1,23674,0
1233,TX001234,AC00014,M085,605.42,electronics,Debit,D000488,30.0,1,21,392.34,33,1686672,16,1,13997,0
1234,TX001235,AC00090,M090,11.19,electronics,Debit,D000384,30.0,1,60,9877.17,40,1672680,17,0,5,0
1235,TX001236,AC00053,M004,29.19,travel,Credit,D000300,30.0,1,58,12059.85,41,1674668,17,2,1993,0
1236,TX001237,AC00478,M055,701.7,digital_goods,Credit,D000037,30.0,1,61,6643.24,64,1688144,16,4,15469,0
1237,TX001238,AC00356,M070,862.34,travel,Debit,D000137,30.0,1,57,9903.48,72,1685031,16,3,12356,0
1238,TX001239,AC00244,M026,410.97,electronics,Debit,D000309,30.0,1,22,151.42,45,1695661,17,0,22986,0
1239,TX001240,AC00103,M087,36.97,travel,Debit,D000545,30.0,1,41,2850.92,79,1692811,17,2,20136,0
1240,TX001241,AC00053,M065,137.59,electronics,Debit,D000439,30.0,1,30,10679.67,95,1672763,16,1,88,0
1241,TX001242,AC00151,M015,168.11,digital_goods,Credit,D000050,30.0,1,51,10652.13,12,1684514,16,4,11839,0
1242,TX001243,AC00494,M058,430.98,travel,Debit,D000176,30.0,1,24,569.25,93,1696961,18,1,24286,0
1243,TX001244,AC00219,M077,13.87,travel,Debit,D000670,30.0,1,24,954.83,20,1702319,18,0,29644,0
1244,TX001245,AC00202,M060,642.68,electronics,Debit,D000643,30.0,1,76,1831.2,66,1685033,16,3,12358,0
1245,TX001246,AC00254,M100,175.07,digital_goods,Debit,D000406,30.0,2,28,9274.64,169,1700758,16,3,28083,0
1246,TX001247,AC00285,M020,302.82,electronics,Debit,D000290,30.0,1,36,9384.54,175,1699030,16,4,26355,0
1247,TX001248,AC00071,M049,1647.74,electronics,Debit,D000593,30.0,1,67,1483.84,52,1703526,17,0,30851,0
1248,TX001249,AC00073,M016,406.81,digital_goods,Debit,D000073,30.0,1,66,1968.36,84,1701793,16,1,29118,0
1249,TX001250,AC00383,M066,256.3,digital_goods,Debit,D000099,30.0,1,53,4203.05,172,1680711,16,2,8036,0
1250,TX001251,AC00326,M078,80.96,digital_goods,Credit,D000179,30.0,1,19,959.94,97,1695836,17,2,23161,0
1251,TX001252,AC00153,M061,95.78,digital_goods,Debit,D000211,30.0,1,22,271.64,27,1679591,17,3,6916,0
1252,TX001253,AC00460,M040,379.54,travel,Credit,D000668,30.0,1,41,12571.76,118,1672766,17,1,91,0
1253,TX001254,AC00439,M028,903.19,digital_goods,Debit,D000286,30.0,1,22,8627.08,65,1688665,17,3,15990,0
1254,TX001255,AC00070,M005,142.19,travel,Debit,D000416,30.0,4,18,524.46,27,1686853,18,3,14178,1
1255,TX001256,AC00086,M042,847.45,travel,Debit,D000469,30.0,1,28,422.32,175,1687191,16,0,14516,0
1256,TX001257,AC00330,M100,295.18,travel,Credit,D000126,30.0,1,66,12961.53,31,1683654,17,1,10979,0
1257,TX001258,AC00027,M032,18.46,travel,Debit,D000133,30.0,1,68,6381.6,213,1700497,16,0,27822,0
1258,TX001259,AC00020,M017,603.23,travel,Debit,D000238,30.0,1,28,117.98,48,1692898,17,3,20223,0
1259,TX001260,AC00232,M082,54.5,travel,Credit,D000050,30.0,1,57,1715.22,147,1700672,16,2,27997,0
1260,TX001261,AC00247,M014,414.77,digital_goods,Debit,D000577,30.0,1,29,5599.81,274,1704130,17,0,31455,0
1261,TX001262,AC00136,M081,886.19,travel,Debit,D000614,30.0,1,61,7904.24,69,1692639,17,0,19964,0
1262,TX001263,AC00322,M099,440.03,digital_goods,Debit,D000569,30.0,1,49,1490.44,88,1701274,16,2,28599,0
1263,TX001264,AC00461,M005,35.46,electronics,Debit,D000243,30.0,1,56,1532.72,285,1679588,16,3,6913,0
1264,TX001265,AC00079,M019,76.39,travel,Debit,D000507,30.0,1,18,5976.0,219,1673630,17,4,955,0
1265,TX001266,AC00176,M085,595.91,electronics,Credit,D000063,30.0,1,19,1673.76,162,1691692,18,3,19017,0
1266,TX001267,AC00417,M035,6.03,travel,Debit,D000358,30.0,1,76,3290.72,70,1691606,18,2,18931,0
1267,TX001268,AC00260,M088,249.34,electronics,Debit,D000498,30.0,1,26,3030.97,197,1692120,17,1,19445,0
1268,TX001269,AC00471,M064,421.52,travel,Debit,D000035,30.0,1,20,369.86,67,1692120,17,1,19445,0
1269,TX001270,AC00231,M011,189.77,travel,Debit,D000290,30.0,1,58,6570.36,24,1677514,16,0,4839,0
1270,TX001271,AC00184,M025,73.19,travel,Debit,D000067,30.0,1,76,2264.98,213,1697646,16,2,24971,0
1271,TX001272,AC00475,M091,188.13,digital_goods,Credit,D000157,30.0,1,75,5029.87,198,1685729,18,4,13054,0
1272,TX001273,AC00329,M005,30.52,travel,Debit,D000526,30.0,1,62,12327.74,122,1684516,17,4,11841,0
1273,TX001274,AC00431,M048,1235.69,travel,Credit,D000216,30.0,1,20,420.25,118,1684944,16,2,12269,0
1274,TX001275,AC00398,M091,1159.39,digital_goods,Debit,D000294,30.0,1,41,6499.53,150,1697128,16,3,24453,0
1275,TX001276,AC00221,M050,170.24,travel,Debit,D000150,30.0,1,62,5172.99,133,1685982,16,0,13307,0
1276,TX001277,AC00299,M069,56.62,travel,Debit,D000475,30.0,1,54,8981.1,121,1677520,17,0,4845,0
1277,TX001278,AC00266,M062,53.14,electronics,Debit,D000431,30.0,1,34,7915.0,70,1682097,17,4,9422,0
1278,TX001279,AC00297,M007,587.23,digital_goods,Debit,D000010,30.0,1,27,500.84,144,1690826,17,0,18151,0
1279,TX001280,AC00373,M098,146.15,travel,Debit,D000640,30.0,1,43,13784.4,75,1673027,17,4,352,0
1280,TX001281,AC00489,M070,21.27,digital_goods,Credit,D000386,30.0,1,62,7392.79,114,1690218,17,0,17543,0
1281,TX001282,AC00128,M020,1397.59,electronics,Credit,D000117,30.0,1,26,1134.79,144,1699896,17,0,27221,0
1282,TX001283,AC00409,M087,76.02,digital_goods,Credit,D000644,30.0,1,34,14765.41,189,1689181,16,2,16506,0
1283,TX001284,AC00410,M077,170.19,travel,Credit,D000255,30.0,5,27,745.87,156,1688751,17,4,16076,0
1284,TX001285,AC00360,M081,155.51,electronics,Debit,D000008,30.0,1,68,5360.19,15,1692643,18,0,19968,0
1285,TX001286,AC00422,M100,135.15,digital_goods,Debit,D000639,30.0,1,72,5878.14,50,1679332,17,0,6657,0
1286,TX001287,AC00225,M017,39.48,electronics,Debit,D000435,30.0,1,56,5889.51,38,1685119,16,4,12444,0
1287,TX001288,AC00261,M072,451.68,digital_goods,Debit,D000113,30.0,1,33,4381.54,15,1681844,18,1,9169,0
1288,TX001289,AC00468,M007,19.11,digital_goods,Credit,D000546,30.0,1,49,8478.46,160,1695054,16,0,22379,0
1289,TX001290,AC00138,M053,355.0,digital_goods,Credit,D000052,30.0,1,26,185.47,33,1693327,16,1,20652,0
1290,TX001291,AC00013,M088,427.69,electronics,Debit,D000347,30.0,1,43,2443.54,236,1680019,16,1,7344,0
1291,TX001292,AC00275,M013,254.86,travel,Debit,D000296,30.0,1,23,699.9,102,1674753,17,3,2078,0
1292,TX001293,AC00125,M002,19.48,electronics,Debit,D000674,30.0,1,27,4739.59,114,1689004,16,0,16329,0
1293,TX001294,AC00200,M043,190.17,electronics,Debit,D000467,30.0,1,49,12893.85,265,1686332,17,4,13657,0
1294,TX001295,AC00213,M013,91.38,electronics,Debit,D000609,30.0,1,65,2402.58,179,1680540,16,0,7865,0
1295,TX001296,AC00035,M023,206.63,digital_goods,Credit,D000239,30.0,1,59,7626.53,128,1701965,16,3,29290,0
1296,TX001297,AC00070,M030,93.22,digital_goods,Debit,D000140,30.0,1,52,1014.63,52,1680887,17,4,8212,0
1297,TX001298,AC00275,M070,547.98,electronics,Debit,D000218,30.0,1,28,1358.54,171,1698167,17,1,25492,0
1298,TX001299,AC00060,M099,641.06,electronics,Debit,D000057,30.0,1,23,1602.13,25,1702310,16,0,29635,0
1299,TX001300,AC00304,M001,314.55,travel,Credit,D000513,30.0,2,27,1105.89,19,1682442,17,1,9767,0
1300,TX001301,AC00372,M043,836.45,digital_goods,Debit,D000096,30.0,1,61,1731.89,63,1677513,16,0,4838,0
1301,TX001302,AC00498,M076,1095.09,electronics,Debit,D000198,30.0,1,29,8692.47,52,1681752,17,0,9077,0
1302,TX001303,AC00465,M008,189.45,travel,Credit,D000083,30.0,1,53,12578.75,62,1679418,17,1,6743,0
1303,TX001304,AC00396,M023,91.84,travel,Credit,D000292,30.0,1,67,1712.41,80,1688577,17,2,15902,0
1304,TX001305,AC00083,M076,609.52,electronics,Debit,D000672,30.0,1,78,3485.03,169,1690560,16,4,17885,0
1305,TX001306,AC00479,M066,859.3,travel,Credit,D000067,30.0,1,78,1146.78,68,1690910,17,1,18235,0
1306,TX001307,AC00091,M061,100.01,electronics,Debit,D000499,30.0,1,50,6393.12,63,1688054,16,3,15379,0
1307,TX001308,AC00024,M096,28.78,digital_goods,Credit,D000041,30.0,1,40,680.55,51,1691424,16,0,18749,0
1308,TX001309,AC00366,M064,111.08,digital_goods,Debit,D000493,30.0,1,70,7037.34,83,1684172,17,0,11497,0
1309,TX001310,AC00470,M036,470.96,digital_goods,Credit,D000600,30.0,2,69,12991.03,124,1678465,16,4,5790,0
1310,TX001311,AC00032,M016,52.23,travel,Credit,D000088,30.0,1,28,105.01,96,1694455,18,0,21780,0
1311,TX001312,AC00136,M084,78.62,travel,Debit,D000521,30.0,1,32,1360.85,52,1690821,16,0,18146,0
1312,TX001313,AC00001,M034,47.79,travel,Debit,D000649,30.0,1,25,1649.92,37,1694797,17,4,22122,0
1313,TX001314,AC00187,M011,333.97,travel,Debit,D000305,30.0,1,52,5237.36,45,1679501,16,2,6826,0
1314,TX001315,AC00452,M025,30.87,electronics,Debit,D000015,30.0,1,33,14348.65,295,1689180,16,2,16505,0
1315,TX001316,AC00036,M007,710.43,digital_goods,Debit,D000398,30.0,1,67,5625.55,115,1678295,17,2,5620,0
1316,TX001317,AC00125,M059,220.23,electronics,Debit,D000663,30.0,1,41,3438.02,48,1695062,18,0,22387,0
1317,TX001318,AC00403,M070,27.28,electronics,Debit,D000082,30.0,1,29,10668.24,96,1703521,16,0,30846,0
1318,TX001319,AC00264,M086,101.52,electronics,Debit,D000002,30.0,1,49,2018.9,98,1691598,16,2,18923,0
1319,TX001320,AC00123,M088,162.65,electronics,Debit,D000169,30.0,1,59,9500.95,147,1683825,17,3,11150,0
1320,TX001321,AC00298,M019,10.52,electronics,Debit,D000137,30.0,1,55,2472.99,30,1689788,17,2,17113,0
1321,TX001322,AC00235,M027,270.72,travel,Debit,D000149,30.0,1,38,6522.47,37,1679937,17,0,7262,0
1322,TX001323,AC00259,M049,202.34,digital_goods,Debit,D000023,30.0,1,20,1223.45,134,1673368,16,1,693,0
1323,TX001324,AC00329,M068,247.58,electronics,Debit,D000112,30.0,1,39,778.74,152,1685385,18,0,12710,0
1324,TX001325,AC00482,M030,686.17,electronics,Debit,D000103,30.0,1,61,2246.15,96,1696354,17,1,23679,0
1325,TX001326,AC00020,M085,359.65,digital_goods,Credit,D000133,30.0,1,25,219.53,289,1673546,17,3,871,0
1326,TX001327,AC00453,M074,109.91,travel,Debit,D000517,30.0,1,38,12896.06,90,1682958,16,0,10283,0
1327,TX001328,AC00367,M032,215.72,travel,Credit,D000682,30.0,1,30,8697.11,137,1697047,18,2,24372,0
1328,TX001329,AC00167,M048,490.76,digital_goods,Debit,D000193,30.0,1,66,6414.11,156,1674145,16,3,1470,0
1329,TX001330,AC00110,M068,224.28,digital_goods,Debit,D000316,30.0,1,64,5767.51,68,1676479,16,2,3804,0
1330,TX001331,AC00078,M086,614.03,electronics,Debit,D000693,30.0,1,68,2815.86,51,1683563,16,0,10888,0
1331,TX001332,AC00212,M015,608.79,digital_goods,Debit,D000399,30.0,1,55,2991.17,157,1699036,18,4,26361,0
1332,TX001333,AC00051,M003,186.55,travel,Debit,D000049,30.0,1,48,224.65,288,1687366,16,2,14691,0
1333,TX001334,AC00250,M014,840.16,travel,Credit,D000692,30.0,1,20,1236.76,68,1679330,16,0,6655,0
1334,TX001335,AC00304,M061,203.34,electronics,Debit,D000057,30.0,1,60,13586.99,66,1703092,17,2,30417,0
1335,TX001336,AC00007,M071,90.88,electronics,Debit,D000086,30.0,1,26,7117.35,284,1700500,17,0,27825,0
1336,TX001337,AC00017,M067,60.11,travel,Credit,D000636,30.0,1,61,7235.87,122,1701106,17,0,28431,0
1337,TX001338,AC00158,M061,393.92,travel,Debit,D000504,30.0,1,72,7318.64,47,1684256,16,1,11581,0
1338,TX001339,AC00110,M062,19.39,electronics,Debit,D000294,30.0,1,43,9847.6,45,1700239,16,4,27564,0
1339,TX001340,AC00175,M087,557.41,digital_goods,Credit,D000180,30.0,1,80,2968.75,49,1681491,16,4,8816,0
1340,TX001341,AC00079,M027,57.07,digital_goods,Credit,D000250,30.0,1,31,9323.71,99,1692981,16,4,20306,0
1341,TX001342,AC00403,M085,395.27,digital_goods,Credit,D000045,30.0,1,18,1764.08,167,1691426,16,0,18751,0
1342,TX001343,AC00228,M088,289.05,electronics,Debit,D000493,30.0,1,75,5683.49,116,1686333,17,4,13658,0
1343,TX001344,AC00344,M048,46.11,digital_goods,Debit,D000184,30.0,1,33,5225.73,233,1679936,17,0,7261,0
1344,TX001345,AC00466,M003,335.5,electronics,Debit,D000326,30.0,1,63,6445.4,47,1692028,16,0,19353,0
1345,TX001346,AC00204,M067,388.07,digital_goods,Debit,D000422,30.0,1,24,289.71,68,1693935,17,1,21260,0
1346,TX001347,AC00030,M017,520.86,digital_goods,Credit,D000309,30.0,1,51,9200.74,66,1679329,16,0,6654,0
1347,TX001348,AC00455,M081,787.41,digital_goods,Debit,D000351,30.0,1,25,300.87,39,1687191,16,0,14516,0
1348,TX001349,AC00094,M074,31.7,electronics,Credit,D000596,30.0,1,48,743.9,121,1685638,16,3,12963,0
1349,TX001350,AC00185,M030,22.3,electronics,Debit,D000035,30.0,1,21,1200.35,90,1682960,16,0,10285,0
1350,TX001351,AC00351,M078,203.12,electronics,Debit,D000004,30.0,1,56,1562.39,181,1674061,16,2,1386,0
1351,TX001352,AC00335,M024,315.94,travel,Credit,D000625,30.0,1,49,7719.71,172,1677517,17,0,4842,0
1352,TX001353,AC00409,M058,192.23,digital_goods,Debit,D000117,30.0,3,54,2610.67,39,1703781,16,3,31106,0
1353,TX001354,AC00312,M060,1510.71,digital_goods,Debit,D000106,30.0,1,66,2060.02,51,1686847,16,3,14172,0
1354,TX001355,AC00097,M090,0.26,digital_goods,Debit,D000239,30.0,1,20,1833.67,173,1700756,16,3,28081,0
1355,TX001356,AC00447,M094,210.77,electronics,Debit,D000009,30.0,1,71,5396.65,161,1685551,16,2,12876,0
1356,TX001357,AC00280,M062,406.65,electronics,Debit,D000013,30.0,1,57,12995.7,107,1699468,18,2,26793,0
1357,TX001358,AC00023,M027,422.9,electronics,Debit,D000237,30.0,1,40,7616.43,111,1677514,16,0,4839,0
1358,TX001359,AC00077,M014,20.62,electronics,Credit,D000627,30.0,1,35,12500.8,225,1687367,17,2,14692,0
1359,TX001360,AC00113,M015,174.39,electronics,Debit,D000078,30.0,1,19,1127.08,36,1673280,16,0,605,0
1360,TX001361,AC00391,M053,7.86,travel,Credit,D000065,30.0,1,76,3621.98,91,1697474,16,0,24799,0
1361,TX001362,AC00136,M038,61.98,digital_goods,Debit,D000376,30.0,1,49,5212.28,44,1672769,18,1,94,0
1362,TX001363,AC00204,M071,54.85,travel,Credit,D000287,30.0,1,58,2727.45,40,1693929,16,1,21254,0
1363,TX001364,AC00089,M032,204.7,travel,Debit,D000359,30.0,5,49,5117.03,95,1695312,16,3,22637,0
1364,TX001365,AC00305,M009,16.55,travel,Debit,D000477,30.0,1,26,6089.79,159,1694451,17,0,21776,0
1365,TX001366,AC00338,M056,91.32,travel,Debit,D000353,30.0,1,58,2618.1,77,1699634,16,4,26959,0
1366,TX001367,AC00268,M016,195.49,electronics,Debit,D000472,30.0,1,31,11988.12,212,1686587,16,0,13912,0
1367,TX001368,AC00363,M055,49.62,electronics,Debit,D000080,30.0,1,55,3841.42,111,1701965,16,3,29290,0
1368,TX001369,AC00316,M077,487.16,travel,Credit,D000361,30.0,1,28,321.21,84,1672675,16,0,0,0
1369,TX001370,AC00167,M031,405.6,digital_goods,Debit,D000643,30.0,1,37,9754.73,44,1691516,17,1,18841,0
1370,TX001371,AC00405,M066,512.95,travel,Debit,D000335,30.0,1,57,9584.52,143,1697476,17,0,24801,0
1371,TX001372,AC00098,M100,345.94,electronics,Debit,D000354,30.0,1,31,7624.56,163,1696872,17,0,24197,0
1372,TX001373,AC00116,M100,356.56,digital_goods,Debit,D000399,30.0,1,47,2485.73,52,1696872,17,0,24197,0
1373,TX001374,AC00267,M054,10.31,digital_goods,Debit,D000072,30.0,1,36,2137.9,280,1673627,16,4,952,0
1374,TX001375,AC00447,M066,211.69,travel,Debit,D000674,30.0,1,30,6412.85,111,1697817,16,4,25142,0
1375,TX001376,AC00042,M052,221.49,travel,Credit,D000203,30.0,1,23,707.25,196,1694628,18,2,21953,0
1376,TX001377,AC00074,M019,278.23,digital_goods,Debit,D000530,30.0,1,48,8300.54,83,1683222,17,3,10547,0
1377,TX001378,AC00063,M026,116.88,electronics,Debit,D000024,30.0,1,45,7717.34,263,1696439,17,2,23764,0
1378,TX001379,AC00085,M033,328.77,digital_goods,Credit,D000133,30.0,1,39,6967.03,247,1680544,17,0,7869,0
